"horz","vert","vert_horz_ratio"
10064,7572,0.752384737678855
16002,14864,0.928883889513811
9936,2106,0.21195652173913
16194,8154,0.503519822156354
16180,15500,0.957972805933251
18052,10366,0.574230002215821
12286,8924,0.726355201041836
14360,25056,1.74484679665738
12478,17120,1.37201474595288
11496,15858,1.3794363256785
15622,17144,1.09742670592754
12398,14668,1.183094047427
10068,3142,0.312077870480731
12112,17724,1.46334214002642
14324,20338,1.41985478916504
9524,3556,0.373372532549349
11088,13416,1.20995670995671
16964,14592,0.860174487149257
10326,9486,0.918651946542708
12860,19214,1.49409020217729
16906,15856,0.937891872707914
16504,22536,1.36548715462918
12058,15768,1.30767954884724
16648,17488,1.05045651129265
10954,16644,1.51944495161585
10362,21536,2.07836325033777
10956,7900,0.721066082511866
12730,10962,0.861115475255302
12258,9720,0.79295154185022
12622,11220,0.888924100776422
16844,16592,0.985039183091902
15734,9880,0.627939494089234
15612,12320,0.789136561619267
13404,13184,0.98358698895852
10386,15510,1.49335644136337
10026,3688,0.367843606622781
12648,14562,1.15132827324478
10280,3818,0.371400778210117
10134,4488,0.442865600947306
14564,11828,0.812139522109311
14270,11794,0.826489138051857
10056,2768,0.275258552108194
15610,10222,0.65483664317745
15906,18276,1.14900037721614
6794,13342,1.96379158080659
12454,12164,0.976714308655854
11156,18190,1.63051272857655
10374,9002,0.86774628879892
11228,12056,1.07374421090132
15720,12646,0.804452926208651
11508,5784,0.502606882168926
14012,19592,1.39823008849558
10100,3138,0.310693069306931
14500,10578,0.72951724137931
16752,15832,0.945081184336199
6791,11674,1.71903990575762
7762,16876,2.17418191187838
11406,18196,1.59530071891987
11910,12986,1.09034424853065
9916,3032,0.305768455022186
10072,8162,0.810365369340747
8702,9606,1.10388416455987
10522,17404,1.65405816384718
14024,17484,1.2467199087279
11982,14534,1.21298614588549
11430,13554,1.18582677165354
14566,8816,0.605245091308527
14408,15430,1.07093281510272
10200,4592,0.450196078431373
16918,9030,0.53375103440123
13250,15752,1.18883018867925
13482,7824,0.580329327992879
15210,17032,1.1197896120973
11306,14334,1.2678223951884
11388,9630,0.845626975763962
12782,10962,0.857612267250822
13812,9970,0.721836084564147
9566,2274,0.237716914070667
14280,9562,0.669607843137255
10200,4080,0.4
8366,14280,1.70690891704518
13490,12554,0.930615270570793
17214,15548,0.903218310677356
12588,10930,0.868287257705752
11540,11782,1.0209705372617
13098,6968,0.531989616735379
14270,12424,0.870637701471619
15786,18350,1.16242239959458
13646,12980,0.951194489227613
15768,11524,0.730847285641806
15180,16428,1.08221343873518
13876,15740,1.13433266070914
14328,7014,0.489530988274707
12212,6194,0.507206026858827
13046,20912,1.60294343093669
11448,11624,1.01537386443047
10098,3264,0.323232323232323
15444,19140,1.23931623931624
14434,16846,1.16710544547596
12216,19210,1.57252783235102
15038,16166,1.07500997473068
11100,17170,1.54684684684685
15054,14910,0.990434436030291
10948,7392,0.675191815856777
16182,16654,1.02916821159313
16404,16620,1.01316752011704
15296,11844,0.774320083682008
13770,17844,1.2958605664488
15620,11680,0.747759282970551
13744,14034,1.02110011641444
14050,15348,1.09238434163701
17312,11688,0.675138632162662
13308,14740,1.10760444845206
13282,10110,0.76118054509863
16914,18910,1.11800875014781
13616,8798,0.646151586368978
10578,15589,1.47371903951598
11064,13080,1.1822125813449
10118,2420,0.23917770310338
11752,12638,1.07539142273656
13594,10330,0.759894070913638
12078,18402,1.52359662195728
15086,11012,0.72994829643378
13830,7368,0.532754880694143
10010,7522,0.751448551448551
14986,13792,0.920325637261444
9894,7352,0.743076612088134
12608,16420,1.30234771573604
11588,16618,1.43406972730411
19194,14848,0.773575075544441
16192,12494,0.771615612648221
14438,14742,1.02105554785981
11856,16194,1.36589068825911
14070,8392,0.596446339729922
10330,8148,0.788770571151984
14938,9062,0.606640781898514
10924,9196,0.841816184547785
12402,16708,1.3472020641832
12000,9978,0.8315
13536,17818,1.31634160756501
10104,3016,0.298495645288994
11948,15202,1.27234683629059
10624,9750,0.91773343373494
12298,13166,1.07058058220849
8354,15354,1.83792195355518
14394,12238,0.850215367514242
15850,12002,0.757223974763407
12542,15888,1.26678360708021
13062,12922,0.989281886387996
18876,18284,0.968637423182878
14220,12206,0.858368495077356
11724,15448,1.31763903104742
10164,5870,0.577528532073987
17622,14322,0.812734082397004
16838,13108,0.778477253830621
12654,18852,1.48980559506875
10836,12364,1.14101144333702
17276,14728,0.852512155591572
12880,8856,0.687577639751553
12518,11262,0.899664483144272
12256,10394,0.848074412532637
13532,7936,0.586461720366539
7286,13894,1.90694482569311
13710,10872,0.792997811816193
11620,8056,0.69328743545611
14602,10688,0.731954526777154
12128,12062,0.994558047493404
13290,14480,1.0895410082769
18774,10304,0.548844146159582
12960,19216,1.48271604938272
12210,13412,1.0984438984439
16798,16502,0.982378854625551
10916,14028,1.28508611212898
10532,10686,1.01462210406381
9788,13744,1.40416836943196
16440,15124,0.919951338199513
14364,20420,1.42160957950432
14496,14222,0.981098233995585
10678,12964,1.21408503465068
16120,17402,1.07952853598015
14322,10958,0.765116603826281
13006,19460,1.4962325080732
10028,4272,0.42600717989629
14194,17454,1.22967451035649
13768,11404,0.828297501452644
10124,7158,0.707032793362307
10384,12454,1.19934514637904
13662,14936,1.09325135412092
16808,15656,0.93146120894812
10952,11522,1.05204528853178
12916,9060,0.701455558996593
11260,8168,0.725399644760213
10348,10452,1.01005025125628
17918,12254,0.683893291662016
16268,15000,0.922055569215638
14096,17996,1.2766742338252
16754,11626,0.693923839083204
10442,12970,1.24209921470983
12634,17832,1.4114294760171
14394,11596,0.805613450048631
16676,14094,0.845166706644279
16658,9468,0.56837555528875
14462,14936,1.0327755497165
16558,16882,1.01956758062568
16448,18358,1.11612354085603
17790,10762,0.604946599213041
12130,10706,0.882605111294312
13232,14998,1.13346432889964
11740,12004,1.02248722316865
9924,2794,0.281539701733172
11726,10032,0.855534709193246
13390,8034,0.6
12326,12012,0.974525393477203
12436,13420,1.07912512061756
15342,18220,1.18758962325642
11974,14450,1.20678135961249
12924,10094,0.781027545651501
12872,19444,1.5105655686762
10208,10102,0.989615987460815
12072,16094,1.33316766070245
16636,17792,1.06948785765809
10088,4042,0.400674068199841
15402,13404,0.870276587456175
10412,9774,0.938724548597772
10100,5034,0.498415841584158
12162,12968,1.06627199473771
10680,10365,0.970505617977528
13114,12840,0.97910629861217
12088,12830,1.06138318994044
19760,14198,0.718522267206478
11332,13984,1.2340275326509
17212,11220,0.651870787822449
12998,16584,1.27588859824588
13870,10484,0.755875991348234
10178,9458,0.929259186480645
8631,14258,1.65195226509095
12256,16050,1.30956266318538
11408,10856,0.951612903225806
14856,9616,0.64728056004308
13984,15588,1.11470251716247
13856,20958,1.51255773672055
12652,14044,1.1100221308884
12866,10576,0.822011503186694
10368,13488,1.30092592592593
6981,14982,2.14611087236786
13036,12964,0.994476833384474
17340,13036,0.751787773933103
11680,15824,1.35479452054795
15344,16212,1.05656934306569
10142,6852,0.675606389272333
13898,14664,1.05511584400633
15776,9382,0.594700811359026
18242,17942,0.983554434820743
10960,20062,1.83047445255474
12166,9304,0.764754233108664
9750,6332,0.649435897435897
9632,2342,0.243147840531561
10134,4918,0.485297019932899
15644,12694,0.811429301968806
10698,11756,1.09889699009161
17418,14130,0.811229762314847
11454,18704,1.63296664920552
12090,8126,0.672125723738627
9784,18776,1.91905151267375
17058,17260,1.01184195099074
10284,17972,1.74756903928433
12850,15576,1.21214007782101
17816,13208,0.7413560844185
13194,11370,0.861755343337881
14174,13952,0.984337519401721
12674,18938,1.49424017673978
10116,12724,1.25780941083432
16646,16018,0.962273218791301
16344,11808,0.722466960352423
11102,10592,0.954062331111511
11796,17120,1.45133943709732
17764,14548,0.818959693762666
15026,14828,0.986822840409956
9664,17146,1.77421357615894
16368,12300,0.751466275659824
13412,9848,0.734267819862809
9874,4550,0.460806157585578
13394,12080,0.901896371509631
13960,10108,0.724068767908309
10272,13012,1.2667445482866
19298,16000,0.829101461291326
17144,16320,0.951936537564162
10952,14620,1.33491599707816
17552,16818,0.958181403828623
14322,9868,0.689009914816366
14626,12678,0.866812525639273
14072,12752,0.906196702671973
17444,11824,0.677826186654437
11464,14526,1.26709699930216
10472,11040,1.05423987776929
9876,2482,0.251316322397732
11864,8942,0.753708698583951
10996,16916,1.53837759185158
16998,16034,0.943287445581833
16136,11372,0.704759543877045
15148,13950,0.920913651967256
12692,19978,1.57406240151276
13664,15590,1.14095433255269
15352,12510,0.814877540385618
11416,11572,1.01366503153469
12600,16208,1.28634920634921
13300,13584,1.02135338345865
12760,8164,0.639811912225705
12618,10210,0.809161515295609
14852,7944,0.534877457581471
13852,13204,0.95321975166041
11652,24980,2.14383796773086
18550,19398,1.04571428571429
10326,10074,0.975595583962812
12414,17240,1.38875463186725
12688,10512,0.828499369482976
12422,18172,1.46288842376429
11512,16130,1.40114662960389
13988,19392,1.38633114097798
16666,22272,1.3363734549382
11960,13660,1.14214046822742
10036,11278,1.12375448385811
17718,15918,0.898408398239079
13172,13078,0.992863650167021
10450,19456,1.86181818181818
10468,11700,1.11769201375621
12676,11792,0.930261912275166
15930,15454,0.970119271814187
10396,14248,1.37052712581762
14570,10278,0.705422100205903
11484,17924,1.56078021595263
14352,12304,0.857302118171683
13840,8564,0.61878612716763
10272,19224,1.8714953271028
12500,19860,1.5888
10072,2296,0.227958697378872
10926,10014,0.916529379461834
15790,16948,1.07333755541482
13132,11984,0.912579957356077
12296,10460,0.850683148991542
10376,6420,0.618735543562066
13826,16294,1.17850426732244
9742,6354,0.65222746869226
11438,12147,1.06198636125197
17494,16132,0.92214473533783
12356,14098,1.14098413726125
13284,10228,0.769948810599217
13360,19626,1.4690119760479
12400,12352,0.996129032258064
17154,11862,0.691500524658972
14444,17872,1.23733037939629
13772,9260,0.672378739471391
17270,12256,0.709669947886508
15676,17690,1.1284766522072
14570,16700,1.1461908030199
13578,15478,1.13993224333481
12098,16338,1.35047115225657
17092,17146,1.00315937280599
12120,10424,0.86006600660066
10258,10908,1.06336517839735
12922,9176,0.710106794613837
9182,14792,1.61097800043563
13682,12634,0.923403011255664
10578,18294,1.72943845717527
16524,11428,0.691600096828855
11250,18686,1.66097777777778
16860,12826,0.76073546856465
10554,11224,1.06348303960584
12528,13288,1.06066411238825
17518,15514,0.885603379381208
11222,15948,1.42113705221886
9136,2030,0.222197898423818
12796,9006,0.703813691778681
16050,13334,0.830778816199377
17102,14304,0.836393404280201
14796,17184,1.16139497161395
12038,8228,0.683502242897491
14986,15750,1.05098091552115
16308,13272,0.81383370125092
10946,22234,2.03124429015165
10106,5906,0.584405303779933
10430,12942,1.24084372003835
15762,9398,0.596244131455399
12588,19256,1.52971083571656
12354,12030,0.973773676542011
12374,21112,1.70615807337967
12996,13770,1.0595567867036
12830,19632,1.53016367887763
10080,1758,0.174404761904762
10386,13512,1.30098209127672
13080,7484,0.57217125382263
8680,12470,1.43663594470046
11600,17722,1.52775862068966
12112,9696,0.800528401585205
11984,14278,1.19142189586115
15528,14594,0.939850592478104
16222,15896,0.9799038342991
13356,17202,1.28796046720575
14124,16478,1.16666666666667
11108,13322,1.19931580842636
10200,3568,0.349803921568627
10076,4426,0.439261611750695
13752,10042,0.73022105875509
20252,17468,0.862532095595497
17850,15914,0.891540616246499
11880,18788,1.58148148148148
17304,18378,1.0620665742025
14868,13716,0.922518159806295
11974,13440,1.12243193586103
14120,14430,1.02195467422096
14032,15510,1.105330672748
15794,14138,0.895150056983665
14666,15200,1.036410745943
15892,14968,0.941857538384093
11674,21022,1.80075381188967
14436,14422,0.999030202272097
15444,19920,1.28982128982129
12982,16166,1.24526267139116
16134,11240,0.696665427048469
11610,8676,0.747286821705426
16946,8888,0.524489555057241
18246,14242,0.78055464211334
12434,13594,1.093292584848
13812,6034,0.436866492904721
9676,1732,0.178999586606036
14750,12136,0.822779661016949
10098,3666,0.363042186571598
9438,16194,1.71582962492053
16096,8824,0.548210735586481
11832,9476,0.800878972278567
15334,15670,1.02191209077866
12224,16256,1.32984293193717
11006,13634,1.23877884790114
15320,17754,1.1588772845953
11582,14214,1.2272491797617
17656,14024,0.794290892614409
15068,8624,0.572338731085745
15870,11850,0.746691871455577
14484,12710,0.877520022093344
12050,8492,0.704730290456432
17400,16182,0.93
11804,8454,0.716197899017282
14064,11510,0.818401592718999
13048,18898,1.44834457388105
15258,19756,1.29479617249967
13996,8384,0.599028293798228
16610,10674,0.64262492474413
13126,13838,1.05424348621057
13666,10390,0.760280989316552
14762,11812,0.800162579596261
14962,12344,0.825023392594573
10124,3482,0.343935203476887
12966,12422,0.958044115378683
12498,12366,0.989438310129621
14660,12242,0.83506139154161
15106,12684,0.839666357738647
11514,15676,1.3614729894042
15512,13806,0.890020629190304
10676,16054,1.50374672161858
12240,12620,1.03104575163399
11102,14122,1.2720230589083
17248,13000,0.753710575139147
12792,16386,1.28095684803002
17340,15402,0.888235294117647
10124,12812,1.26550770446464
13744,14360,1.04481955762515
15932,14010,0.879362289731358
13382,6378,0.476610372141683
9982,5194,0.520336605890603
11928,9390,0.787223340040241
10936,9986,0.913130943672275
13888,8348,0.601094470046083
15866,16756,1.0560947938989
12226,18570,1.51889415998691
14058,11590,0.824441599089486
10344,8526,0.824245939675174
9940,3780,0.380281690140845
11314,14562,1.28707795651405
10480,8130,0.775763358778626
13614,17540,1.2883796092258
10112,5660,0.559731012658228
10136,13654,1.34707971586425
14834,7442,0.50168531751382
14504,14328,0.987865416436845
10124,4932,0.487159225602529
15504,16858,1.08733230134159
18742,14152,0.755095507416498
13336,16804,1.26004799040192
14996,19256,1.28407575353428
10644,14674,1.37861706125517
10634,10844,1.01974797818319
10112,5084,0.502768987341772
13326,19860,1.4903196758217
10710,7886,0.736321195144725
14616,11996,0.820744389709907
10112,6662,0.658821202531646
14952,12888,0.861958266452649
10158,2148,0.211458948611931
12116,18974,1.56602839220865
16542,23376,1.41313021400073
11986,14280,1.19138995494744
14086,7480,0.531023711486582
18018,12380,0.687090687090687
13890,15016,1.08106551475882
13504,10930,0.80938981042654
12442,8048,0.646841343835396
13642,13838,1.01436739481015
11592,13840,1.19392684610076
11762,15614,1.3274953239245
12410,8668,0.698468976631749
11118,18108,1.6287101996762
12556,18910,1.50605288308378
16120,16028,0.994292803970223
11682,19148,1.63910289334018
15032,13234,0.880388504523683
16066,17762,1.10556454624673
11168,6284,0.562679083094556
14462,11862,0.820218503664777
10802,15696,1.4530642473616
16310,15250,0.935009196811772
12804,18586,1.45157763199
11834,9956,0.841304715227311
10004,4714,0.471211515393842
11768,12278,1.04333786539769
16112,12920,0.80188679245283
11130,19126,1.71841868823001
11760,23002,1.95595238095238
10040,2002,0.199402390438247
15628,15298,0.978884054261582
9040,1798,0.198893805309735
13344,8346,0.62544964028777
14254,10820,0.759085169075347
12532,9450,0.754069581870412
10836,17468,1.61203396087117
14748,16780,1.13778139408733
14210,12946,0.911048557353976
12080,15384,1.27350993377483
14220,21260,1.49507735583685
16836,13148,0.780945592777382
11294,12168,1.07738622277315
10086,5528,0.548086456474321
15784,7134,0.451976685250887
14144,17142,1.21196266968326
11980,12908,1.07746243739566
9852,3342,0.339220462850183
13062,13206,1.01102434542949
14704,16268,1.10636561479869
11322,16634,1.46917505741035
17842,13900,0.779060643425625
10150,5820,0.573399014778325
12878,12966,1.00683335921727
16406,14062,0.857125441911496
15900,11594,0.729182389937107
14486,10404,0.71821068617976
13094,11486,0.877195662135329
13712,14462,1.05469661610268
11510,18056,1.56872284969592
13130,19254,1.46641279512567
14072,8930,0.634593519044912
12778,21846,1.70965722335264
12230,15534,1.27015535568275
9716,15370,1.58192671881433
13826,14040,1.01547808476783
13466,8074,0.599584137828605
13668,8602,0.629353233830846
13672,11694,0.855324751316559
14480,15528,1.07237569060773
9158,13154,1.43633981218607
14232,21764,1.5292299044407
11094,13952,1.25761672976384
13386,12238,0.914238756910205
9134,13510,1.47908911758266
14256,10266,0.720117845117845
12064,14326,1.1875
13412,17798,1.32702057858634
13932,12154,0.872380132070055
10040,16422,1.63565737051793
14506,15286,1.05377085343996
9732,6126,0.629469790382244
12202,14718,1.20619570562203
7938,14960,1.8846056941295
11044,9164,0.829771821803694
12814,11326,0.883877009520837
14278,14154,0.991315310267544
10116,3208,0.317121391854488
15940,16264,1.02032622333752
12410,8306,0.669298952457695
10914,16184,1.48286604361371
13390,14690,1.09708737864078
11124,17084,1.53577849694355
10008,3324,0.332134292565947
11736,9698,0.826346284935242
12882,12768,0.991150442477876
10800,11996,1.11074074074074
9878,4718,0.477627050010124
13220,10902,0.824659606656581
13234,19270,1.45609792957534
13294,25450,1.914397472544
10124,3706,0.366060845515606
10592,11164,1.05400302114804
11710,12650,1.0802732707088
15290,16412,1.07338129496403
10076,17966,1.78304882890036
16954,13384,0.789430222956235
12868,16150,1.25505129002176
15588,15850,1.01680780087247
12190,16492,1.35291222313372
11888,10328,0.868775235531628
10082,9664,0.958539972227733
10324,11672,1.13056954668733
11104,14290,1.28692363112392
16252,18282,1.12490770366724
9824,6682,0.680171009771987
11652,12417,1.06565396498455
13178,12318,0.934739717711337
11510,19850,1.72458731537793
15144,9918,0.654912836767036
13608,15128,1.11169900058789
14966,14148,0.945342776961112
14004,20808,1.48586118251928
10274,9538,0.928362857699046
14406,9964,0.69165625433847
12090,16234,1.34276261373036
14142,20532,1.45184556639796
12636,20272,1.60430515986072
12884,13244,1.02794163303322
5416,13342,2.46344165435746
16296,15708,0.963917525773196
10094,9206,0.91202694670101
14376,15072,1.04841402337229
14920,11474,0.769034852546917
13684,17450,1.27521192633733
12382,10994,0.887901792925214
10132,5772,0.569680221081721
13952,17378,1.24555619266055
15568,15562,0.999614594039055
12152,17070,1.40470704410797
15902,19726,1.24047289649101
17538,14200,0.809670429923595
14676,15066,1.02657399836468
15204,16850,1.10826098395159
17428,11058,0.63449621299059
9720,6746,0.6940329218107
12770,20912,1.63758809710258
11218,16566,1.47673382064539
10124,6208,0.613196365073094
13706,8094,0.590544287173501
15914,13918,0.874575845167777
10030,2172,0.216550348953141
14556,11418,0.78441879637263
18536,8126,0.438390159689253
10486,12828,1.22334541293153
9994,2776,0.277766659995998
13072,15382,1.17671358629131
14610,11398,0.780150581793292
10396,14057,1.35215467487495
12232,9070,0.741497710922171
12394,11866,0.957398741326448
12276,15534,1.26539589442815
12756,10646,0.83458764502979
13108,9243,0.70514189807751
13860,11028,0.795670995670996
9998,11792,1.17943588717744
16000,10786,0.674125
8176,15328,1.8747553816047
10296,18704,1.81662781662782
14058,16424,1.16830274576753
15006,7442,0.495934959349593
10744,11938,1.11113179448995
9990,14288,1.43023023023023
11854,18996,1.60249704741016
15964,15524,0.972437985467301
15920,17512,1.1
15580,14816,0.950962772785623
15798,17684,1.11938220027852
17678,13444,0.760493268469284
16574,10200,0.615421744901653
14276,10798,0.756374334547492
10870,11286,1.03827046918123
10838,11244,1.0374607861229
13566,16068,1.1844316674038
16700,22604,1.35353293413174
10086,13248,1.31350386674598
10104,3876,0.383610451306413
13284,8974,0.675549533273111
10138,20734,2.04517656342474
9812,9606,0.979005299633102
10116,6450,0.637603795966785
9974,2396,0.240224583918187
12762,8252,0.646607114872277
10340,9702,0.938297872340425
10100,9684,0.958811881188119
16658,17188,1.03181654460319
15032,11392,0.757849920170303
14338,9534,0.66494629655461
12458,12096,0.970942366350939
11000,14500,1.31818181818182
11014,18496,1.67931723261304
10124,8944,0.883445278546029
13134,15050,1.14588091975027
13500,12570,0.931111111111111
11788,18026,1.52918221920597
12550,10918,0.86996015936255
14654,12882,0.879077385014331
10008,5190,0.518585131894484
14010,11502,0.820985010706638
10394,10574,1.01731768327881
10882,15502,1.42455430986951
9972,2550,0.255716004813478
12696,10240,0.806553245116572
10196,5470,0.536484896037662
10128,3286,0.324447077409163
16204,16716,1.0315971365095
11730,12346,1.05251491901108
13634,10670,0.782602317735074
12982,17840,1.37421044523186
14850,13646,0.918922558922559
12628,20998,1.66281279695914
9398,2850,0.303256011917429
14206,11118,0.78262705898916
16126,13694,0.849187647277688
12132,10346,0.852786020441807
